MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00634143MN,Construction of Drainage Structure,2022,22MB0090," ?7,920,000.00 "," ?7,210,020.33 ",7/20/2022,Crosmak Construction Works Incorporated,,,1,3/29/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00634144MN,Construction of Drainage Structure,2022,22MB0091," ?4,950,000.00 "," ?4,914,808.13 ",7/17/2022,"Hanna Via Construction, Inc. (Formerly:Hanna Via Design & Construction)",,,1,3/29/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721460MN,Construction of Flood Mitigation Structure,2023,23MB0077," ?51,145,000.00 "," ?51,143,542.75 ",9/23/2023,Mj Tiongson Construction (Formerly: Mjt Builders) , Reydan Builders,,2,2/21/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721461MN,Construction of Flood Mitigation Structure,2023,23MB0079," ?51,145,000.00 "," ?51,143,096.92 ",10/27/2023,J.G. Oranza Construction,,,1,2/21/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721462MN,Construction of Flood Mitigation Structure,2023,23MB0078," ?65,137,500.00 "," ?65,136,465.86 ",4/24/2023,J.G. Oranza Construction,,,1,2/21/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721465MN,Construction of Flood Mitigation Structure,2023,23MB0080," ?51,145,000.00 "," ?51,144,998.16 ",8/27/2023,Rucs Konsult & Construction Services , Salmega Builders,,2,2/21/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721464MN,Construction of Flood Mitigation Structure,2023,23MB0075," ?86,850,000.00 "," ?86,847,861.53 ",3/3/2024,"Jdrc Construction & Supplies, Corp.",,,1,3/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721463MN,Construction of Flood Mitigation Structure,2023,23MB0076," ?51,145,000.00 "," ?51,144,987.94 ",3/13/2024,Vicente T. Lao Construction,,,1,4/11/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00734409MN,Construction of Drainage Structure,2023,23MB0087," ?9,900,000.00 "," ?9,899,952.37 ",9/14/2023,Mj Tiongson Construction (Formerly: Mjt Builders),,,1,4/11/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00734411MN,Construction of Drainage Structure,2023,23MB0088," ?4,950,000.00 "," ?4,949,311.86 ",7/10/2023,Greco Construction And Supply,,,1,4/11/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00734410MN,Construction of Flood Mitigation Structure,2023,23MB0128," ?19,800,000.00 "," ?19,798,637.03 ",12/1/2023,"Hanna Via Construction, Inc. (Formerly:Hanna Via Design & Construction)",,,1,5/25/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00721315MN,Construction of Flood Mitigation Structure,2023,23MB0074," ?51,145,000.00 "," ?51,089,346.18 ",2/2/2024,Tsquare Construction Corporation (Formerly:T-Square Builders),,,1,7/10/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00833598MN,Construction of Drainage Structure,2024,24MB0030," ?4,950,000.00 "," ?4,948,990.26 ",5/7/2024,Migo Construction,,,1,2/23/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00833599MN,Construction of Drainage Structure,2024,24MB0031," ?9,900,000.00 "," ?9,899,281.94 ",6/21/2024,Dru Construction,,,1,2/23/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00833600MN,Construction of Drainage Structure,2024,24MB0032," ?4,950,000.00 "," ?4,948,404.37 ",7/10/2024,A.L. Acharon Construction And Supply,,,1,2/23/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00820204MN,Construction of Flood Mitigation Structure,2024,24MB0003," ?14,700,000.00 "," ?14,644,747.05 ",7/22/2024,Greco Construction And Supply,,,1,3/12/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00820328MN,Construction of Revetment,2024,24MB0002," ?69,962,500.00 "," ?69,961,399.76 ",10/18/2024,"Jdrc Construction & Supplies, Corp.",,,1,3/12/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00821202MN,Construction of Revetment,2024,24M00224," ?96,500,000.00 "," ?96,400,433.63 ",4/25/2025,J.G. Oranza Construction,,,1,7/22/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00820325MN,Construction of Revetment,2024,24M00162," ?120,625,000.00 "," ?120,624,229.69 ",3/21/2025,J.G. Oranza Construction,,,1,8/12/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00836193MN,Construction of Flood Mitigation Structure,2024,24MB0078," ?24,750,000.00 "," ?24,748,196.43 ",2/4/2025,Plus Construction Industries Corp.,,,1,8/14/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00935912MN,Construction of Drainage Structure,2025,25MB0023," ?4,950,000.00 "," ?4,939,993.97 ",5/12/2025,Baytorr Construction And Development Corporation,,,1,3/14/2025,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),T'Boli (South Cotabato),South Cotabato 2nd District Engineering Office,P00630531MN,Construction of Flood Mitigation Structure,2022,22MG0033," ?49,408,000.00 "," ?49,407,796.37 ",7/28/2022,Better Work Construction,,,1,3/2/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),T'Boli (South Cotabato),South Cotabato 2nd District Engineering Office,P00732166MN,Construction of Flood Mitigation Structure,2023,23MG0016," ?24,500,000.00 "," ?24,498,872.03 ",8/2/2023,Southcast Construction,,,1,4/12/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),T'Boli (South Cotabato),South Cotabato 2nd District Engineering Office,P00732162MN,Construction of Flood Mitigation Structure,2023,23MG0034," ?49,000,000.00 "," ?24,499,667.60 ",8/7/2023,Better Work Construction,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),,South Cotabato 1st District Engineering Office,P00522255MN,Construction of Revetment,2021,21MB0007," ?29,400,000.00 "," ?29,398,635.49 ",7/28/2022,Reydan Builders,,,1,3/8/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),,South Cotabato 1st District Engineering Office,P00522256MN,Construction of Revetment,2021,21MB0006,49000000,48976421.12,1/6/2023,Legacy Construction Corporation (Formerly: Legacy Construction),,,1,3/8/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),,South Cotabato 1st District Engineering Office,P00522369MN,Construction of Revetment,2021,21MB0023," ?29,400,000.00 "," ?22,631,367.51 ",9/20/2022,J.G. Oranza Construction,,,1,3/8/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),,South Cotabato 1st District Engineering Office,P00522370MN,Construction of Revetment,2021,21MB0021," ?49,000,000.00 "," ?48,998,990.70 ",9/30/2022,"Jdrc Construction & Supplies, Corp.",,,1,3/8/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),,South Cotabato 1st District Engineering Office,P00522371MN,Construction of Revetment,2021,21MB0022," ?49,000,000.00 "," ?45,389,626.18 ",3/21/2023,J.G. Oranza Construction,,,1,3/11/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),,South Cotabato 1st District Engineering Office,P00550515MN,Construction of Drainage Structure,2021,21MB0094," ?39,200,000.00 "," ?39,193,358.97 ",12/19/2023,Vicente T. Lao Construction,,,1,3/22/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Surallah (South Cotabato),South Cotabato 2nd District Engineering Office,P00630620MN,Construction of Flood Mitigation Structure,2022,22MG0012," ?44,100,000.00 "," ?44,071,697.80 ",7/20/2022,Better Work Construction , Gabriellas Enterprises,,2,3/9/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Surallah (South Cotabato),South Cotabato 2nd District Engineering Office,P00732096MN,Construction of Flood Mitigation Structure,2023,23MG0015," ?28,950,000.00 "," ?28,899,987.85 ",11/7/2023,Reydan Builders,,,1,6/8/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Surallah (South Cotabato),South Cotabato 2nd District Engineering Office,P00734380MN,Construction of Flood Mitigation Structure,2023,23M00231,," ?83,327,324.86 ",4/11/2024,Abu Construction,,,1,8/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Surallah (South Cotabato),South Cotabato 2nd District Engineering Office,P00820205MN,Construction of Flood Mitigation Structure,2024,24MG0009," ?15,680,000.00 "," ?15,670,474.94 ",6/16/2024,Southcast Construction,,,1,1/30/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Surallah (South Cotabato),South Cotabato 2nd District Engineering Office,P00820352MN,Construction of Flood Mitigation Structure,2024,24MG0064," ?29,915,000.00 "," ?29,539,716.70 ",8/22/2024,Verguz Construction,,,1,5/15/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Polomolok (South Cotabato),South Cotabato 1st District Engineering Office,P00620240MN,Construction of Flood Mitigation Structure,2022,22MB0015," ?70,968,995.00 "," ?70,968,904.86 ",11/15/2022,Amplex Construction And Supplies,,,1,3/29/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Polomolok (South Cotabato),South Cotabato 1st District Engineering Office,P00634422MN,Construction of Drainage Structure,2022,22MB0129," ?49,000,000.00 "," ?48,998,762.80 ",7/8/2023,"Chl Construction & Development Enterprises, Inc.",,,1,1/5/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Polomolok (South Cotabato),South Cotabato 1st District Engineering Office,P00721312MN,Construction of Flood Mitigation Structure,2023,23MB0009," ?53,075,000.00 "," ?53,060,946.53 ",7/9/2023,J.G. Oranza Construction,,,1,2/21/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Polomolok (South Cotabato),South Cotabato 1st District Engineering Office,P00721313MN,Construction of Flood Mitigation Structure,2023,23MB0008," ?49,697,500.00 "," ?42,634,628.85 ",10/8/2023,"Accelerated Metal Technology & Construction, Inc.",,,1,4/18/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Polomolok (South Cotabato),South Cotabato 1st District Engineering Office,P00820923MN,Construction of Revetment,2024,24M00219," ?120,625,000.00 "," ?120,624,048.79 ",2/4/2025,J.G. Oranza Construction,,,1,6/27/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Lake Sebu (South Cotabato),South Cotabato 2nd District Engineering Office,P00721470MN,Construction of Flood Mitigation Structure,2023,23M00070," ?57,900,000.00 "," ?57,899,993.65 ",8/31/2023,Amplex Construction And Supplies,,,1,3/10/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Tupi (South Cotabato),South Cotabato 1st District Engineering Office,P00721311MN,Construction of Flood Mitigation Structure,2023,23MB0007," ?53,075,000.00 "," ?53,074,049.88 ",12/2/2023,Amplex Construction And Supplies,,,1,3/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Tupi (South Cotabato),South Cotabato 1st District Engineering Office,P00721314MN,Construction of Flood Mitigation Structure,2023,23MB0010," ?50,180,000.00 "," ?50,139,871.77 ",9/1/2023,Mrrm Trading & Construction , Salmega Builders,,2,3/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (First Legislative District),Tupi (South Cotabato),South Cotabato 1st District Engineering Office,P00734408MN,Construction of Drainage Structure,2023,23MB0033," ?4,950,000.00 "," ?4,948,882.27 ",12/18/2023,Rockstone Construction Services & Supply,,,1,7/20/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Santo Niã‘O (South Cotabato),South Cotabato 2nd District Engineering Office,P00721511MN,Construction of Flood Mitigation Structure,2023,23MG0031," ?49,000,000.00 "," ?49,000,000.00 ",11/24/2023,Arcinue Comm'L Corporation,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Santo Niã‘O (South Cotabato),South Cotabato 2nd District Engineering Office,P00721512MN,Construction of Flood Mitigation Structure,2023,23MG0011," ?45,080,000.00 "," ?45,079,806.32 ",9/28/2023,Better Work Construction , Megaline Builders And Supply,,2,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Santo Niã‘O (South Cotabato),South Cotabato 2nd District Engineering Office,P00732165MN,Construction of Flood Mitigation Structure,2023,23MG0014," ?29,400,000.00 "," ?29,399,875.10 ",10/6/2023,Better Work Construction,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Santo Niã‘O (South Cotabato),South Cotabato 2nd District Engineering Office,P00721467MN,Construction of Flood Mitigation Structure,2023,23M00073," ?106,150,000.00 "," ?106,149,850.56 ",10/7/2024,"Gemma Construction Supply, Inc.(Formerly:Gemma Con",,,1,9/19/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Santo Niã‘O (South Cotabato),South Cotabato 2nd District Engineering Office,P00920429MN,Construction of Flood Mitigation Structure,2025,25MG0034," ?14,700,000.00 "," ?14,689,979.39 ",4/25/2025,Mfn Builders,,,1,2/28/2025,Koronadal City
Mindanao,Region XII,Maguindanao del Norte,Maguindanao Del Norte (Legislative District),,Cotabato City District Engineering Office,P00522110MN,Construction of Flood Mitigation Structure,2021,21M00068," ?67,516,067.45 "," ?67,549,998.47 ",1/15/2023,Abu Construction,,,1,3/8/2022,Datu Odin Sinsuat
Mindanao,Region XII,Maguindanao del Norte,Maguindanao Del Norte (Legislative District),,Cotabato City District Engineering Office,P00522326MN,Construction of Flood Mitigation Structure,2021,21M00070," ?96,490,689.91 "," ?96,499,999.09 ",1/2/2023,"Gemma Construction Supply, Inc.(Formerly:Gemma Con",,,1,3/8/2022,Datu Odin Sinsuat
